809|"Alexis"|"Smith"|"M"|1926|"divorced"|"9494 Inwardness Boulevard"|"30662"|"Quimper"|52119|"Brittany"|52565|52779|"(443) 402-9730"|"D: 70,000 - 89,999"|3000|"alexis.smith@company2.com"|"Customer total"|52772|2||1998-06-30||"A"|
727|"Alfred"|"Ferris"|"M"|1939|"married"|"4023 Solvent Avenue"|"59272"|"San Carlos de Bariloche"|52288|"Rio Negro"|52712|52773|"(770) 499-3186"|"C: 50,000 - 69,999"|3000|"alfred.ferris@company2.com"|"Customer total"|52772|2||1998-06-30||"A"|
856|"Alfred"|"Doctor"|"M"|1932|""|"5687 Barbour Street"|"38931"|"Cape Town"|51315|"South Africa"|52740|52791|"(286) 497-9229"|""|1500|"alfred.doctor@company2.com"|"Customer total"|52772|2||||"A"|
838|"Algernon"|"Delang"|"M"|1961|"single"|"10614 Henceforth Street"|"81172"|"Fort Klamath"|51514|"OR"|52690|52790|"(245) 702-3169"|"E: 90,000 - 109,999"|5000|"algernon.delang@company2.com"|"Customer total"|52772|2||1998-03-31||"A"|
791|"Algernon"|"Rand"|"M"|1960|"single"|"8616 Library Turnpike"|"45815"|"Batu Ferringhi"|51169|"Penang"|52700|52783|"(324) 217-7389"|"F: 110,000 - 129,999"|7000|"algernon.rand@company2.com"|"Customer total"|52772|2||1998-06-30||"A"|
541|"Allegra"|"Essex"|"F"|1969|"widow"|"9552 Arlington Drive"|"31813"|"Aline"|51052|"OK"|52689|52790|"(341) 249-2800"|"C: 50,000 - 69,999"|3000|"allegra.essex@company2.com"|"Customer total"|52772|2||1998-01-31||"A"|
1067|"Allister"|"Birch"|"M"|1975|"widow"|"1327 Needs Turnpike"|"40125"|"Katowice"|51720|"Katowice"|52635|52786|"(245) 525-2827"|"K: 250,000 - 299,999"|11000|"allister.birch@company2.com"|"Customer total"|52772|2||1998-02-28||"A"|
635|"Allister"|"Livesay"|"M"|1947|"single"|"4437 Blinded Lane"|"61224"|"Braunschweig"|51214|"Niedersachsen"|52681|52776|"(732) 953-7717"|"H: 150,000 - 169,999"|9000|"allister.livesay@company2.com"|"Customer total"|52772|2||1998-02-28||"A"|
772|"Allister"|"Parks"|"M"|1944|""|"8510 Silverman Street"|"51291"|"Geleen"|51577|"Limburg"|52646|52784|"(788) 289-7123"|"I: 170,000 - 189,999"|10000|"allister.parks@company2.com"|"Customer total"|52772|2||1998-06-30||"A"|
884|"Allister"|"Patrick"|"M"|1952|"married"|"3950 Clamped Turnpike"|"92070"|"Bradford"|51212|"England - West Yorkshire"|52594|52789|"(387) 249-8703"|"A: Below 30,000"|1500|"allister.patrick@company2.com"|"Customer total"|52772|2||1998-01-31||"A"|
346|"Alma"|"Elliott"|"F"|1939|"single"|"1496 Enhancing Turnpike"|"66098"|"Riyadh"|52168|"Riyadh"|52714|52787|"(589) 220-8347"|"I: 170,000 - 189,999"|10000|"alma.elliott@company2.com"|"Customer total"|52772|2||1998-02-28||"A"|
289|"Aloyse"|"Welch"|"F"|1923|""|"10153 Adducing Boulevard"|"35402"|"Hamburg"|51648|"Hamburg"|52616|52776|"(487) 455-2901"|"H: 150,000 - 169,999"|9000|"aloyse.welch@company2.com"|"Customer total"|52772|2||1998-03-31||"A"|
882|"Alphonso"|"Hopkins"|"M"|1926|""|"3038 Distinctive Street"|"70337"|"Arnemuiden"|51070|"Zeeland"|52770|52784|"(467) 759-5286"|"L: 300,000 and above"|11000|"alphonso.hopkins@company2.com"|"Customer total"|52772|2||1998-05-31||"A"|
990|"Alphonso"|"Holmes"|"M"|1960|"widow"|"477 Burst Street"|"84434"|"Bourges"|51210|"Centre"|52573|52779|"(397) 288-5746"|"A: Below 30,000"|1500|"alphonso.holmes@company2.com"|"Customer total"|52772|2||1998-07-31||"A"|
363|"Alvita"|"Lance"|"F"|1952|"married"|"8003 Gatherers Lane"|"69987"|"Blumenau"|51201|"Santa Catarina"|52734|52775|"(663) 905-6115"|"F: 110,000 - 129,999"|7000|"alvita.lance@company2.com"|"Customer total"|52772|2||1998-03-31||"A"|
17|"Alyce"|"Reagan"|"F"|1957|""|"4780 Mackinaw Street"|"91316"|"Darwin"|51381|"Northern Territory"|52687|52774|"(720) 841-9447"|"F: 110,000 - 129,999"|7000|"alyce.reagan@company2.com"|"Customer total"|52772|2||1998-05-31||"A"|
51|"Alyce"|"Gray"|"F"|1959|"single"|"3778 Irritations Street"|"36598"|"Baltimore"|51161|"Cork"|52575|52780|"(236) 832-8156"|"H: 150,000 - 169,999"|9000|"alyce.gray@company2.com"|"Customer total"|52772|2||1998-05-31||"A"|
420|"Alysia"|"Abell"|"F"|1937|"married"|"2153 Newest Street"|"87100"|"Curitiba"|51347|"Parana"|52698|52775|"(426) 566-5787"|"G: 130,000 - 149,999"|7000|"alysia.abell@company2.com"|"Customer total"|52772|2||1998-01-31||"A"|
117|"Alyssa"|"Resnick"|"F"|1944|""|"4621 Paternal Street"|"57579"|"Dingle"|51389|"Kerry"|52637|52780|"(580) 336-5838"|"D: 70,000 - 89,999"|3000|"alyssa.resnick@company2.com"|"Customer total"|52772|2||1998-01-31||"A"|
201|"Alyssa"|"Clipp"|"F"|1951|"divorced"|"11918 Metrical Boulevard"|"42058"|"Niteroi"|51984|"Rio de Janeiro"|52713|52775|"(516) 476-9965"|"F: 110,000 - 129,999"|7000|"alyssa.clipp@company2.com"|"Customer total"|52772|2||1998-01-31||"A"|
342|"Alyssa"|"London"|"F"|1967|""|"5203 Careful Lane"|"38763"|"Haiku-Pauwela"|51645|"HI"|52615|52790|"(421) 800-9491"|"G: 130,000 - 149,999"|7000|"alyssa.london@company2.com"|"Customer total"|52772|2||1998-02-28||"A"|
392|"Alyssa"|"Eubank"|"F"|1947|"widow"|"9249 Irrevocable Avenue"|"41218"|"Farmington"|51501|"UT"|52748|52790|"(453) 691-2122"|"G: 130,000 - 149,999"|7000|"alyssa.eubank@company2.com"|"Customer total"|52772|2||1998-01-31||"A"|
502|"Alyssa"|"Voss"|"F"|1934|"single"|"6760 Converting Lane"|"70337"|"Arnemuiden"|51070|"Zeeland"|52770|52784|"(200) 909-8116"|"H: 150,000 - 169,999"|9000|"alyssa.voss@company2.com"|"Customer total"|52772|2||1998-01-31||"A"|
477|"Amaris"|"Garvin"|"F"|1958|"single"|"1599 Paunchy Lane"|"70577"|"Paterna"|52105|"Valencia"|52755|52778|"(636) 761-9792"|"H: 150,000 - 169,999"|9000|"amaris.garvin@company2.com"|"Customer total"|52772|2||1998-02-28||"A"|
91|"Amarylis"|"Nenninger"|"F"|1979|"single"|"7169 Calendars Street"|"87100"|"Curitiba"|51347|"Parana"|52698|52775|"(729) 959-7242"|"E: 90,000 - 109,999"|5000|"a.nenninger@company2.com"|"Customer total"|52772|2||1998-06-30||"A"|
433|"Amber"|"Mason"|"F"|1928|""|"10734 Pegboard Lane"|"57128"|"Barry"|51166|"Wales - South Glamorgan"|52764|52789|"(754) 273-1221"|"C: 50,000 - 69,999"|3000|"amber.mason@company2.com"|"Customer total"|52772|2||1998-01-31||"A"|
192|"Amy"|"Cassidy"|"F"|1923|"divorced"|"6578 Subordinate Street"|"67968"|"Chimney Rock"|51326|"NC"|52664|52790|"(265) 971-7321"|"B: 30,000 - 49,999"|1500|"amy.cassidy@company2.com"|"Customer total"|52772|2||1998-02-28||"A"|
202|"Anita"|"Crisp"|"F"|1962|"widow"|"3514 Jones Boulevard"|"57128"|"Barry"|51166|"Wales - South Glamorgan"|52764|52789|"(589) 676-4997"|"F: 110,000 - 129,999"|7000|"anita.crisp@company2.com"|"Customer total"|52772|2||1998-02-28||"A"|
241|"Anita"|"Fischer"|"F"|1969|"single"|"9737 Anomalously Turnpike"|"59272"|"San Carlos de Bariloche"|52288|"Rio Negro"|52712|52773|"(789) 908-3505"|"J: 190,000 - 249,999"|10000|"anita.fischer@company2.com"|"Customer total"|52772|2||1998-01-31||"A"|
162|"Anna"|"Lein"|"F"|1924|"married"|"4512 Outdoor Boulevard"|"41046"|"Bristol, VT"|51220|"VT"|52754|52790|"(776) 753-6427"|"K: 250,000 - 299,999"|11000|"anna.lein@company2.com"|"Customer total"|52772|2||1998-11-30||"A"|
544|"Anna"|"Groves"|"F"|1933|"married"|"7475 Conservations Drive"|"67968"|"Chimney Rock"|51326|"NC"|52664|52790|"(301) 671-8184"|"E: 90,000 - 109,999"|5000|"anna.groves@company2.com"|"Customer total"|52772|2||1998-01-31||"A"|
908|"Anthony"|"Harben"|"M"|1984|"single"|"5781 Plunging Lane"|"46274"|"Adelaide"|51045|"South Australia"|52741|52774|"(231) 482-6750"|"K: 250,000 - 299,999"|11000|"anthony.harben@company2.com"|"Customer total"|52772|2||1998-01-31||"A"|
756|"Antonio"|"Milrod"|"M"|1927|"married"|"1054 Sunburnt Street"|"83786"|"Nagoya"|51971|"Aichi"|52543|52782|"(386) 936-9292"|"D: 70,000 - 89,999"|3000|"antonio.milrod@company2.com"|"Customer total"|52772|2||1998-01-31||"A"|
1001|"Antony"|"Pierce"|"M"|1939|""|"10003 Aliasing Turnpike"|"40696"|"Atwood"|51079|"KS"|52630|52790|"(635) 514-5716"|"F: 110,000 - 129,999"|7000|"antony.pierce@company2.com"|"Customer total"|52772|2||1998-03-31||"A"|
876|"Archibald"|"Rowls"|"M"|1975|"divorced"|"10329 Buena Circle"|"61555"|"Bath"|51168|"England - Avon"|52588|52789|"(251) 849-2980"|"H: 150,000 - 169,999"|9000|"archibald.rowls@company2.com"|"Customer total"|52772|2||1998-01-31||"A"|
105|"Ardath"|"Litefoote"|"F"|1924|"divorced"|"2888 Chaste Turnpike"|"57579"|"Dingle"|51389|"Kerry"|52637|52780|"(468) 299-8680"|"I: 170,000 - 189,999"|10000|"ardath.litefoote@company2.com"|"Customer total"|52772|2||1998-02-28||"A"|
284|"Ardith"|"Kitchens"|"F"|1964|""|"9681 Clerical Boulevard"|"81319"|"Barre"|51165|"MA"|52649|52790|"(615) 860-5192"|"F: 110,000 - 129,999"|7000|"ardith.kitchens@company2.com"|"Customer total"|52772|2||1998-01-31||"A"|
273|"Arentina"|"Downey"|"F"|1985|"single"|"3678 Dreamed Avenue"|"62706"|"Antony"|51067|"Ile-de-France"|52623|52779|"(554) 729-6039"|"B: 30,000 - 49,999"|1500|"arentina.downey@company2.com"|"Customer total"|52772|2||1998-01-31||"A"|
405|"Arentina"|"Fay"|"F"|1947|""|"7308 Fearing Street"|"53123"|"Alphen aan den Rijn"|51059|"Zuid-Holland"|52771|52784|"(625) 665-3212"|"A: Below 30,000"|1500|"arentina.fay@company2.com"|"Customer total"|52772|2||1998-01-31||"A"|
423|"Ariana"|"Sizemore"|"F"|1961|"single"|"10519 Jura Drive"|"59272"|"San Carlos de Bariloche"|52288|"Rio Negro"|52712|52773|"(797) 492-1196"|"H: 150,000 - 169,999"|9000|"ariana.sizemore@company2.com"|"Customer total"|52772|2||1998-01-31||"A"|
301|"Arlinda"|"Remler"|"F"|1947|"single"|"8033 Toggling Circle"|"47876"|"Bordeaux"|51208|"Aquitaine"|52548|52779|"(435) 882-5168"|"C: 50,000 - 69,999"|3000|"arlinda.remler@company2.com"|"Customer total"|52772|2||1998-01-31||"A"|
1078|"Armand"|"Brown"|"M"|1929|"single"|"4836 Partridges Boulevard"|"34646"|"Girona"|51582|"Girona"|52611|52778|"(447) 901-1491"|"E: 90,000 - 109,999"|5000|"armand.brown@company2.com"|"Customer total"|52772|2||1998-03-31||"A"|
1071|"Arnold"|"Vickers"|"M"|1981|"married"|"9187 Campaigner Circle"|"63033"|"Groningen"|51593|"Groningen"|52612|52784|"(501) 975-3603"|"A: Below 30,000"|1500|"arnold.vickers@company2.com"|"Customer total"|52772|2||1999-08-31||"A"|
564|"Arthur"|"Orson"|"M"|1950|"married"|"6017 Bark Drive"|"31813"|"Aline"|51052|"OK"|52689|52790|"(724) 705-3293"|""|1500|"arthur.orson@company2.com"|"Customer total"|52772|2||||"A"|
147|"Ashley"|"Glassman"|"F"|1956|"single"|"4291 Viscount Lane"|"41579"|"Enschede"|51453|"Overijssel"|52692|52784|"(451) 405-8262"|"E: 90,000 - 109,999"|5000|"ashley.glassman@company2.com"|"Customer total"|52772|2||1998-01-31||"A"|
982|"Ashley"|"Rodgers"|"M"|1936|"divorced"|"10501 Exhibit Street"|"80202"|"Birchwood"|51191|"TN"|52744|52790|"(645) 535-3715"|"H: 150,000 - 169,999"|9000|"ashley.rodgers@company2.com"|"Customer total"|52772|2||1998-01-31||"A"|
211|"Astrid"|"Rice"|"F"|1946|""|"1490 Blackburn Boulevard"|"45815"|"Batu Ferringhi"|51169|"Penang"|52700|52783|"(661) 236-6978"|"I: 170,000 - 189,999"|10000|"astrid.rice@company2.com"|"Customer total"|52772|2||1998-05-31||"A"|
422|"Astrid"|"Slack"|"F"|1989|"single"|"479 Lusciously Street"|"82774"|"Kent"|51724|"CT"|52572|52790|"(251) 564-4100"|"H: 150,000 - 169,999"|9000|"astrid.slack@company2.com"|"Customer total"|52772|2||1998-02-28||"A"|
343|"Atalie"|"Markin"|"F"|1968|"single"|"1905 Precondition Lane"|"70006"|"Augsburg"|51082|"Bayern"|52561|52776|"(619) 952-2530"|"H: 150,000 - 169,999"|9000|"atalie.markin@company2.com"|"Customer total"|52772|2||1998-06-30||"A"|
86|"Atalie"|"Capps"|"F"|1968|"single"|"6303 Molded Lane"|"41579"|"Enschede"|51453|"Overijssel"|52692|52784|"(429) 793-4781"|"B: 30,000 - 49,999"|1500|"atalie.capps@company2.com"|"Customer total"|52772|2||1998-01-31||"A"|
296|"Atlanta"|"Roisston"|"F"|1980|"single"|"11058 Poaches Street"|"54249"|"Belmont, MI"|51177|"MI"|52654|52790|"(734) 587-9516"|"L: 300,000 and above"|11000|"atlanta.roisston@company2.com"|"Customer total"|52772|2||1998-03-31||"A"|
643|"Aubrey"|"Capp"|"M"|1924|"divorced"|"6139 Comprehends Turnpike"|"40125"|"Katowice"|51720|"Katowice"|52635|52786|"(409) 573-2395"|""|1500|"aubrey.capp@company2.com"|"Customer total"|52772|2||1998-06-30||"A"|
137|"Audrey"|"Crocker"|"F"|1934|"single"|"9790 Querying Lane"|"80371"|"Halle"|51647|"Sachsen-Anhalt"|52732|52776|"(561) 839-4363"|""|1500|"audrey.crocker@company2.com"|"Customer total"|52772|2||1998-01-31||"A"|
285|"Audris"|"Hickey"|"F"|1985|"single"|"793 Clone Street"|"62356"|"Limerick"|51797|"Limerick"|52647|52780|"(624) 318-3193"|"F: 110,000 - 129,999"|7000|"audris.hickey@company2.com"|"Customer total"|52772|2||1998-06-30||"A"|
998|"August"|"Feathers"|"M"|1972|""|"7705 Resided Drive"|"80202"|"Birchwood"|51191|"TN"|52744|52790|"(339) 523-3675"|"E: 90,000 - 109,999"|5000|"august.feathers@company2.com"|"Customer total"|52772|2||1998-02-28||"A"|
763|"Austin"|"Dutton"|"M"|1972|"single"|"6450 Shakespearean Street"|"66098"|"Riyadh"|52168|"Riyadh"|52714|52787|"(556) 712-7977"|"F: 110,000 - 129,999"|7000|"austin.dutton@company2.com"|"Customer total"|52772|2||1998-07-31||"A"|
85|"Ava"|"Darr"|"F"|1980|""|"4048 Jaw Drive"|"33269"|"Bad Kreuznach"|51154|"Rheinland-Pfalz"|52710|52776|"(417) 904-1532"|"A: Below 30,000"|1500|"ava.darr@company2.com"|"Customer total"|52772|2||1998-06-30||"A"|
452|"Babetta"|"Yan"|"F"|1950|""|"5634 Rankness Street"|"57128"|"Barry"|51166|"Wales - South Glamorgan"|52764|52789|"(274) 797-8569"|"I: 170,000 - 189,999"|10000|"babetta.yan@company2.com"|"Customer total"|52772|2||1998-01-31||"A"|
794|"Bailey"|"Hooker"|"M"|1978|"divorced"|"4603 Birches Lane"|"40125"|"Katowice"|51720|"Katowice"|52635|52786|"(405) 418-4139"|"G: 130,000 - 149,999"|7000|"bailey.hooker@company2.com"|"Customer total"|52772|2||1998-06-30||"A"|
569|"Barlow"|"Gatewood"|"M"|1980|"widow"|"7805 Tinkled Lane"|"53123"|"Alphen aan den Rijn"|51059|"Zuid-Holland"|52771|52784|"(742) 757-7502"|"D: 70,000 - 89,999"|3000|"barlow.gatewood@company2.com"|"Customer total"|52772|2||1998-02-28||"A"|
1097|"Barry"|"Feldman"|"M"|1960|"single"|"1312 Interferences Street"|"90497"|"Aix-les-Bains"|51047|"Rhtne-Alpes"|52711|52779|"(421) 500-8375"|"A: Below 30,000"|1500|"barry.feldman@company2.com"|"Customer total"|52772|2||1998-02-28||"A"|
923|"Baxter"|"Player"|"M"|1972|""|"8654 Begun Street"|"57008"|"Berlin"|51183|"Berlin"|52562|52776|"(217) 458-8039"|"F: 110,000 - 129,999"|7000|"baxter.player@company2.com"|"Customer total"|52772|2||1998-01-31||"A"|
676|"Baylen"|"Hurst"|"M"|1931|"divorced"|"2074 Ostrich Circle"|"58610"|"Fromberg"|51523|"MT"|52659|52790|"(214) 638-8072"|"D: 70,000 - 89,999"|3000|"baylen.hurst@company2.com"|"Customer total"|52772|2||1998-02-28||"A"|
556|"Beatrice"|"Ivy"|"F"|1965|"single"|"4849 Berliners Street"|"45815"|"Batu Ferringhi"|51169|"Penang"|52700|52783|"(494) 360-5334"|"H: 150,000 - 169,999"|9000|"beatrice.ivy@company2.com"|"Customer total"|52772|2||1998-01-31||"A"|
999|"Benjamin"|"Sizemore"|"M"|1931|"single"|"3907 Cowardly Lane"|"34386"|"Eunice"|51458|"NM"|52671|52790|"(349) 969-5556"|"E: 90,000 - 109,999"|5000|"benjamin.sizemore@company2.com"|"Customer total"|52772|2||1998-02-28||"A"|
164|"Bernadette"|"Kenyon"|"F"|1984|"single"|"6042 Slippers Street"|"36598"|"Baltimore"|51161|"Cork"|52575|52780|"(723) 749-6284"|""|1500|"bernadette.kenyon@company2.com"|"Customer total"|52772|2||1998-01-31||"A"|
68|"Bernadette"|"Batterton"|"F"|1944|""|"2642 Compete Street"|"69084"|"Atkinson"|51077|"NE"|52666|52790|"(545) 431-4217"|"F: 110,000 - 129,999"|7000|"b.batterton@company2.com"|"Customer total"|52772|2||1998-04-30||"A"|
699|"Bert"|"Janney"|"M"|1958|"divorced"|"2682 Recalled Circle"|"80040"|"Alsen"|51060|"ND"|52665|52790|"(394) 855-3971"|"B: 30,000 - 49,999"|1500|"bert.janney@company2.com"|"Customer total"|52772|2||1998-05-31||"A"|
740|"Bert"|"Kiker"|"M"|1942|"single"|"2258 Arguments Drive"|"81319"|"Barre"|51165|"MA"|52649|52790|"(714) 625-1390"|"G: 130,000 - 149,999"|7000|"bert.kiker@company2.com"|"Customer total"|52772|2||1998-03-31||"A"|
332|"Bertha"|"Oddell"|"F"|1956|"single"|"1815 Guardia Street"|"74102"|"Melbourne"|51907|"Victoria"|52756|52774|"(679) 614-3889"|"E: 90,000 - 109,999"|5000|"bertha.oddell@company2.com"|"Customer total"|52772|2||1998-01-31||"A"|
84|"Bertha"|"Snowden"|"F"|1933|"widow"|"2982 Claimant Drive"|"57631"|"Balk"|51160|"Friesland"|52600|52784|"(473) 295-2717"|""|1500|"bertha.snowden@company2.com"|"Customer total"|52772|2||1998-01-31||"A"|
23|"Bertilde"|"Sexton"|"F"|1925|"divorced"|"11525 Vestiges Circle"|"68294"|"Alkmaar"|51053|"Noord-Holland"|52683|52784|"(572) 747-5506"|"H: 150,000 - 169,999"|9000|"bertilde.sexton@company2.com"|"Customer total"|52772|2||1998-02-28||"A"|
72|"Beth"|"Day"|"F"|1953|"single"|"4262 Incomplete Street"|"58488"|"Dolores"|51391|"CO"|52569|52790|"(343) 882-7408"|"F: 110,000 - 129,999"|7000|"beth.day@company2.com"|"Customer total"|52772|2||1998-05-31||"A"|
254|"Betsy"|"Speer"|"F"|1927|"single"|"3324 Whipping Street"|"32099"|"Clifden"|51331|"Galway"|52608|52780|"(726) 275-6402"|"E: 90,000 - 109,999"|5000|"betsy.speer@company2.com"|"Customer total"|52772|2||1998-01-31||"A"|
274|"Betty"|"Sampler"|"F"|1943|""|"7858 Implied Drive"|"38931"|"Cape Town"|51315|"South Africa"|52740|52791|"(501) 857-7024"|"C: 50,000 - 69,999"|3000|"betty.sampler@company2.com"|"Customer total"|52772|2||1998-03-31||"A"|
555|"Betty"|"Steven"|"F"|1959|""|"10228 Cameron Drive"|"84937"|"Cottbus"|51342|"Brandenburg"|52563|52776|"(349) 474-1507"|"H: 150,000 - 169,999"|9000|"betty.steven@company2.com"|"Customer total"|52772|2||1998-01-31||"A"|
474|"Biddy"|"Ross"|"F"|1949|"married"|"2501 Decompositions Street"|"84937"|"Cottbus"|51342|"Brandenburg"|52563|52776|"(518) 830-4807"|"G: 130,000 - 149,999"|7000|"biddy.ross@company2.com"|"Customer total"|52772|2||1998-01-31||"A"|
